,yearMonth,country,firstUserDefaultChannelGroup,activeUsers,newUsers,Sessions,engagedSessions,screenPageViews,averageSessionDuration,demande_contact_realisee,first_visit,interet_par_les_catalogues,page_view,session_start,download,returningUsers,bounces,SessionsDuration,activeUsers_LY,newUsers_LY,Sessions_LY,engagedSessions_LY,screenPageViews_LY,averageSessionDuration_LY,download_LY,returningUsers_LY,bounces_LY,SessionsDuration_LY
0,2025-04 Apr,Belgium,Organic Search,4.0,1.0,4.0,4.0,14.0,121.770096,0.0,1.0,1.0,14.0,4.0,0.0,3.0,0.0,487.08038,,,,,,,,,,
1,2025-04 Apr,Indonesia,Organic Search,2.0,2.0,3.0,2.0,11.0,208.68925,0.0,2.0,0.0,11.0,3.0,0.0,0.0,1.0,417.3785,,,,,,,,,,
2,2025-04 Apr,India,Referral,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
3,2025-04 Apr,India,Organic Search,2.0,2.0,2.0,2.0,20.0,1549.4575,0.0,2.0,1.0,20.0,2.0,0.0,0.0,0.0,3098.915,,,,,,,,,,
4,2025-04 Apr,Hong Kong,Organic Search,2.0,2.0,2.0,2.0,8.0,398.20572,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,796.41144,,,,,,,,,,
5,2025-04 Apr,Hong Kong,Direct,1.0,0.0,1.0,1.0,2.0,72.33679,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,72.33679,,,,,,,,,,
6,2025-04 Apr,France,Referral,2.0,2.0,2.0,2.0,2.0,32.635246,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,65.27049,,,,,,,,,,
7,2025-04 Apr,France,Organic Search,174.0,103.0,240.0,203.0,966.0,311.29242,1.0,103.0,24.0,966.0,240.0,0.0,71.0,37.0,63192.36,,,,,,,,,,
8,2025-04 Apr,France,Direct,47.0,35.0,61.0,55.0,156.0,167.33101,0.0,35.0,7.0,156.0,61.0,0.0,12.0,6.0,9203.205,,,,,,,,,,
9,2025-04 Apr,Estonia,Direct,2.0,2.0,5.0,4.0,15.0,219.77133,0.0,2.0,0.0,15.0,5.0,0.0,0.0,1.0,879.0853,,,,,,,,,,
10,2025-04 Apr,Denmark,Organic Search,1.0,0.0,1.0,1.0,1.0,25.006681,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,25.006681,,,,,,,,,,
11,2025-04 Apr,Czechia,Organic Search,1.0,1.0,1.0,1.0,3.0,230.47139,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,230.47139,,,,,,,,,,
12,2025-04 Apr,China,Organic Search,1.0,0.0,2.0,2.0,7.0,182.46841,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,364.93683,,,,,,,,,,
13,2025-04 Apr,Canada,Organic Search,1.0,1.0,1.0,1.0,1.0,4.41925,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.41925,,,,,,,,,,
14,2025-04 Apr,Belgium,Direct,6.0,5.0,6.0,6.0,22.0,678.89355,0.0,5.0,0.0,22.0,6.0,0.0,1.0,0.0,4073.3613,,,,,,,,,,
15,2025-04 Apr,Austria,Organic Search,1.0,1.0,1.0,1.0,7.0,42.609203,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,42.609203,,,,,,,,,,
16,2025-04 Apr,Austria,Direct,1.0,1.0,2.0,1.0,4.0,19.752207,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,19.752207,,,,,,,,,,
17,2025-04 Apr,Australia,Organic Search,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,
18,2025-04 Apr,Andorra,Organic Search,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
19,2025-04 Apr,Indonesia,Direct,1.0,0.0,1.0,1.0,2.0,11.151597,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,11.151597,,,,,,,,,,
20,2025-04 Apr,Germany,Organic Search,2.0,2.0,2.0,2.0,2.0,2.583874,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,5.167748,,,,,,,,,,
21,2025-04 Apr,Ireland,Direct,6.0,6.0,7.0,6.0,19.0,58.323643,0.0,6.0,0.0,19.0,7.0,0.0,0.0,1.0,349.94186,,,,,,,,,,
22,2025-04 Apr,Portugal,Direct,2.0,1.0,3.0,2.0,3.0,8.497172,0.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,16.994345,,,,,,,,,,
23,2025-04 Apr,United States,Direct,17.0,17.0,17.0,17.0,19.0,1.2385237,0.0,17.0,0.0,19.0,17.0,0.0,0.0,0.0,21.054903,,,,,,,,,,
24,2025-04 Apr,Tunisia,Organic Search,1.0,0.0,2.0,2.0,3.0,443.83817,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,887.67633,,,,,,,,,,
25,2025-04 Apr,Italy,Direct,2.0,0.0,2.0,2.0,4.0,6.2225175,1.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,12.445035,,,,,,,,,,
26,2025-04 Apr,Taiwan,Referral,1.0,1.0,1.0,1.0,1.0,8.112688,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.112688,,,,,,,,,,
27,2025-04 Apr,Switzerland,Organic Search,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,
28,2025-04 Apr,Spain,Organic Search,2.0,2.0,3.0,2.0,4.0,52.336655,0.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,104.67331,,,,,,,,,,
29,2025-04 Apr,Spain,Direct,5.0,4.0,5.0,5.0,21.0,427.35544,0.0,4.0,2.0,21.0,5.0,0.0,1.0,0.0,2136.777,,,,,,,,,,
30,2025-04 Apr,Portugal,Organic Search,2.0,1.0,6.0,3.0,7.0,281.88547,0.0,1.0,1.0,7.0,6.0,0.0,1.0,3.0,845.6564,,,,,,,,,,
31,2025-04 Apr,Tunisia,Direct,2.0,0.0,8.0,8.0,69.0,1069.8022,0.0,0.0,1.0,69.0,8.0,0.0,2.0,0.0,8558.418,,,,,,,,,,
32,2025-04 Apr,Poland,Organic Search,1.0,1.0,1.0,1.0,6.0,52.425053,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,52.425053,,,,,,,,,,
33,2025-04 Apr,Netherlands,Organic Search,2.0,2.0,3.0,2.0,5.0,749.713,0.0,2.0,0.0,5.0,3.0,0.0,0.0,1.0,1499.426,,,,,,,,,,
34,2025-04 Apr,Netherlands,Direct,14.0,12.0,15.0,14.0,21.0,20.650055,0.0,12.0,0.0,21.0,14.0,0.0,2.0,1.0,289.10077,,,,,,,,,,
35,2025-04 Apr,Monaco,Organic Search,1.0,1.0,1.0,1.0,5.0,28.198778,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,28.198778,,,,,,,,,,
36,2025-04 Apr,Malta,Organic Search,1.0,1.0,1.0,1.0,1.0,3.3079,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.3079,,,,,,,,,,
37,2025-04 Apr,Italy,Organic Search,1.0,1.0,2.0,1.0,2.0,8.523044,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,8.523044,,,,,,,,,,
38,2025-04 Apr,Poland,Direct,2.0,1.0,5.0,4.0,7.0,150.32722,0.0,1.0,2.0,7.0,5.0,0.0,1.0,1.0,601.3089,,,,,,,,,,
39,2025-03 Mar,Greece,Direct,1.0,1.0,1.0,1.0,5.0,52.154507,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,52.154507,1.0,1.0,1.0,1.0,26.0,1295.9539,,0.0,0.0,1295.9539
40,2025-03 Mar,India,Organic Search,8.0,8.0,8.0,5.0,37.0,286.33618,,,,,,,0.0,3.0,1431.6809,4.0,4.0,4.0,1.0,4.0,8.690002,,0.0,3.0,8.690002
41,2025-03 Mar,India,Direct,4.0,3.0,4.0,2.0,5.0,544.07495,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1088.1499,9.0,9.0,10.0,4.0,14.0,12.860193,,0.0,6.0,51.440773
42,2025-03 Mar,Hungary,Organic Search,1.0,0.0,1.0,1.0,1.0,43.045525,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.045525,9.0,6.0,18.0,13.0,136.0,522.3367,,3.0,5.0,6790.377
43,2025-03 Mar,Hong Kong,Organic Search,6.0,4.0,8.0,7.0,33.0,485.9253,0.0,3.0,0.0,28.0,5.0,0.0,2.0,1.0,3401.477,1.0,1.0,3.0,1.0,6.0,552.5411,,0.0,2.0,552.5411
44,2025-03 Mar,Hong Kong,Direct,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,38.342392,,0.0,0.0,38.342392
45,2025-03 Mar,Guadeloupe,Organic Search,3.0,2.0,3.0,2.0,13.0,269.87985,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,539.7597,8.0,5.0,15.0,10.0,85.0,556.85645,,3.0,5.0,5568.5645
46,2025-03 Mar,French Polynesia,Organic Search,2.0,1.0,2.0,2.0,3.0,648.22034,,,,,,,1.0,0.0,1296.4407,1.0,1.0,1.0,0.0,1.0,3.527663,,0.0,1.0,0.0
47,2025-03 Mar,Germany,Referral,1.0,1.0,1.0,1.0,7.0,72.895515,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,72.895515,,,,,,,,,,
48,2025-03 Mar,Germany,Organic Search,12.0,11.0,13.0,10.0,33.0,230.20616,0.0,5.0,0.0,13.0,6.0,0.0,1.0,3.0,2302.0615,29.0,27.0,32.0,21.0,182.0,293.99463,,2.0,11.0,6173.887
49,2025-03 Mar,Germany,Direct,19.0,18.0,23.0,18.0,78.0,392.23004,0.0,6.0,0.0,13.0,7.0,0.0,1.0,5.0,7060.1406,15.0,15.0,17.0,5.0,55.0,200.81482,,0.0,12.0,1004.0741
50,2025-03 Mar,French Polynesia,Direct,2.0,1.0,2.0,2.0,7.0,187.87694,0.0,1.0,0.0,7.0,2.0,0.0,1.0,0.0,375.75388,,,,,,,,,,
51,2025-03 Mar,France,Unassigned,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
52,2025-03 Mar,French Guiana,Organic Search,1.0,1.0,1.0,1.0,3.0,110.50401,,,,,,,0.0,0.0,110.50401,1.0,1.0,1.0,0.0,1.0,5.485935,,0.0,1.0,0.0
53,2025-03 Mar,Indonesia,Organic Search,12.0,10.0,14.0,10.0,44.0,219.94473,0.0,4.0,0.0,11.0,5.0,0.0,2.0,4.0,2199.4473,21.0,19.0,28.0,11.0,101.0,219.77058,,2.0,17.0,2417.4763
54,2025-03 Mar,Indonesia,Direct,3.0,1.0,9.0,8.0,32.0,179.4023,0.0,0.0,0.0,7.0,2.0,0.0,2.0,1.0,1435.2184,7.0,5.0,12.0,7.0,50.0,170.33344,,2.0,5.0,1192.334
55,2025-03 Mar,(not set),Organic Search,0.0,0.0,,0.0,,,0.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,
56,2025-03 Mar,Iran,Organic Search,1.0,1.0,1.0,1.0,3.0,156.92181,,,,,,,0.0,0.0,156.92181,1.0,1.0,1.0,0.0,1.0,5.306753,,0.0,1.0,0.0
57,2025-03 Mar,Ireland,Direct,46.0,46.0,46.0,30.0,60.0,6.5026307,0.0,23.0,0.0,28.0,23.0,0.0,0.0,16.0,195.07892,4.0,4.0,4.0,0.0,4.0,0.0,,0.0,4.0,0.0
58,2025-03 Mar,Ireland,Organic Search,2.0,2.0,5.0,3.0,11.0,186.3463,,,,,,,0.0,2.0,559.0389,2.0,2.0,2.0,0.0,2.0,2.1442654,,0.0,2.0,0.0
59,2025-03 Mar,Italy,Direct,14.0,9.0,25.0,20.0,96.0,568.69666,1.0,4.0,1.0,46.0,12.0,0.0,5.0,5.0,11373.934,9.0,9.0,11.0,10.0,82.0,175.12328,,0.0,1.0,1751.2328
60,2025-03 Mar,Italy,Referral,2.0,1.0,22.0,18.0,62.0,1532.1042,,,,,,,1.0,4.0,27577.877,,,,,,,,,,
61,2025-03 Mar,Japan,Direct,2.0,2.0,3.0,2.0,6.0,691.8816,,,,,,,0.0,1.0,1383.7632,2.0,2.0,2.0,1.0,3.0,47.50647,,0.0,1.0,47.50647
62,2025-03 Mar,Japan,Organic Search,1.0,1.0,1.0,1.0,7.0,1445.7491,,,,,,,0.0,0.0,1445.7491,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
63,2025-03 Mar,Japan,Referral,2.0,1.0,2.0,2.0,5.0,1318.0509,,,,,,,1.0,0.0,2636.1018,,,,,,,,,,
64,2025-03 Mar,Kazakhstan,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
65,2025-03 Mar,Latvia,Organic Search,1.0,1.0,1.0,1.0,1.0,53.115776,,,,,,,0.0,0.0,53.115776,,,,,,,,,,
66,2025-03 Mar,Luxembourg,Direct,2.0,1.0,6.0,5.0,17.0,419.8099,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2099.0496,2.0,0.0,2.0,2.0,27.0,1165.3037,,2.0,0.0,2330.6074
67,2025-03 Mar,Luxembourg,Organic Search,9.0,5.0,10.0,9.0,45.0,294.18808,0.0,2.0,0.0,12.0,2.0,0.0,4.0,1.0,2647.6926,7.0,7.0,10.0,5.0,19.0,29.874887,,0.0,5.0,149.37444
68,2025-03 Mar,Luxembourg,Referral,1.0,1.0,1.0,0.0,1.0,7.936277,,,,,,,0.0,1.0,0.0,,,,,,,,,,
69,2025-03 Mar,France,Organic Search,1895.0,1477.0,3152.0,2348.0,10056.0,284.2679,12.0,542.0,92.0,4523.0,1249.0,0.0,418.0,804.0,667461.06,2197.0,1813.0,2998.0,1783.0,10714.0,162.70662,,384.0,1215.0,290105.9
70,2025-03 Mar,Macao,Direct,1.0,1.0,2.0,1.0,4.0,63.14365,,,,,,,0.0,1.0,63.14365,,,,,,,,,,
71,2025-03 Mar,France,Referral,20.0,16.0,34.0,23.0,88.0,272.05917,0.0,4.0,0.0,22.0,9.0,0.0,4.0,11.0,6257.361,17.0,13.0,24.0,13.0,80.0,104.54785,,4.0,11.0,1359.1221
72,2025-03 Mar,Benin,Organic Search,3.0,3.0,3.0,2.0,3.0,8.593606,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,17.187212,,,,,,,,,,
73,2025-03 Mar,France,Direct,363.0,297.0,679.0,491.0,1930.0,324.63943,1.0,123.0,13.0,868.0,303.0,1.0,66.0,188.0,159397.97,411.0,342.0,577.0,286.0,1753.0,129.75035,,69.0,291.0,37108.6
74,2025-03 Mar,Finland,Direct,6.0,6.0,6.0,3.0,6.0,7.936751,0.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,23.810253,30.0,30.0,30.0,0.0,30.0,0.0,,0.0,30.0,0.0
75,2025-03 Mar,(INCONNU),Direct,8.0,8.0,8.0,4.0,8.0,6.8492007,,,,,,,0.0,4.0,27.396803,6.0,6.0,6.0,0.0,6.0,0.0,,0.0,6.0,0.0
76,2025-03 Mar,(INCONNU),Organic Search,2.0,2.0,3.0,2.0,2.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
77,2025-03 Mar,Algeria,Organic Search,7.0,7.0,7.0,4.0,9.0,67.915146,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,271.66058,5.0,5.0,5.0,1.0,6.0,10.420975,,0.0,4.0,10.420975
78,2025-03 Mar,Andorra,Organic Search,1.0,1.0,1.0,1.0,1.0,10.463397,,,,,,,0.0,0.0,10.463397,,,,,,,,,,
79,2025-03 Mar,Australia,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
80,2025-03 Mar,Australia,Organic Search,5.0,4.0,7.0,6.0,16.0,87.55897,0.0,3.0,0.0,10.0,5.0,0.0,1.0,1.0,525.3538,1.0,1.0,1.0,1.0,4.0,76.44214,,0.0,0.0,76.44214
81,2025-03 Mar,Austria,Direct,11.0,11.0,12.0,9.0,40.0,108.22176,0.0,6.0,0.0,10.0,6.0,0.0,0.0,3.0,973.99585,16.0,16.0,16.0,1.0,20.0,3.882282,,0.0,15.0,3.882282
82,2025-03 Mar,Bahrain,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
83,2025-03 Mar,Bangladesh,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
84,2025-03 Mar,Belgium,Direct,12.0,10.0,22.0,17.0,101.0,473.18082,0.0,4.0,0.0,36.0,6.0,0.0,2.0,5.0,8044.0737,18.0,15.0,22.0,15.0,67.0,150.48721,,3.0,7.0,2257.308
85,2025-03 Mar,Belgium,Organic Search,50.0,43.0,80.0,62.0,326.0,390.97284,0.0,12.0,2.0,161.0,25.0,0.0,7.0,18.0,24240.316,71.0,63.0,100.0,52.0,332.0,171.63863,,8.0,48.0,8925.209
86,2025-03 Mar,Madagascar,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,6.0,6.0,6.0,1.0,11.0,48.72467,,0.0,5.0,48.72467
87,2025-03 Mar,Brazil,Direct,2.0,2.0,6.0,3.0,9.0,506.07422,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1518.2227,3.0,2.0,5.0,4.0,9.0,56.883347,,1.0,1.0,227.53339
88,2025-03 Mar,Brazil,Organic Search,3.0,3.0,5.0,3.0,16.0,173.2771,0.0,2.0,0.0,15.0,4.0,0.0,0.0,2.0,519.8313,10.0,8.0,12.0,9.0,53.0,96.57281,,2.0,3.0,869.1553
89,2025-03 Mar,Bulgaria,Direct,1.0,1.0,1.0,1.0,3.0,25.617708,,,,,,,0.0,0.0,25.617708,2.0,2.0,2.0,0.0,2.0,0.0,,0.0,2.0,0.0
90,2025-03 Mar,Bulgaria,Organic Search,2.0,2.0,2.0,2.0,4.0,55.872944,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,111.74589,1.0,0.0,3.0,3.0,14.0,103.8612,,1.0,0.0,311.5836
91,2025-03 Mar,Cameroon,Organic Search,2.0,2.0,3.0,2.0,2.0,267.05038,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,534.10077,,,,,,,,,,
92,2025-03 Mar,Canada,Direct,4.0,4.0,4.0,1.0,4.0,0.50848275,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.50848275,10.0,10.0,10.0,1.0,11.0,1.9623427,,0.0,9.0,1.9623427
93,2025-03 Mar,Canada,Organic Search,17.0,16.0,18.0,13.0,28.0,120.99924,0.0,6.0,0.0,7.0,6.0,0.0,1.0,5.0,1572.9901,36.0,36.0,40.0,14.0,70.0,28.216728,,0.0,26.0,395.03418
94,2025-03 Mar,China,Direct,5.0,5.0,5.0,5.0,17.0,281.95108,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1409.7554,5.0,4.0,6.0,5.0,66.0,692.19037,,1.0,1.0,3460.952
95,2025-03 Mar,China,Organic Search,7.0,4.0,9.0,7.0,12.0,250.47626,0.0,1.0,0.0,6.0,2.0,0.0,3.0,2.0,1753.3337,25.0,24.0,27.0,4.0,36.0,26.681105,,1.0,23.0,106.72442
96,2025-03 Mar,China,Referral,2.0,2.0,6.0,4.0,15.0,267.83722,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1071.3489,,,,,,,,,,
97,2025-03 Mar,Congo - Brazzaville,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,109.63027,,0.0,0.0,219.26054
98,2025-03 Mar,Congo - Kinshasa,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.444744,,0.0,2.0,0.0
99,2025-03 Mar,Cyprus,Organic Search,1.0,1.0,1.0,0.0,1.0,1.075512,,,,,,,0.0,1.0,0.0,,,,,,,,,,
100,2025-03 Mar,Czechia,Direct,2.0,2.0,3.0,2.0,5.0,8.354005,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,16.70801,,,,,,,,,,
101,2025-03 Mar,Côte d’Ivoire,Organic Search,1.0,1.0,1.0,1.0,3.0,233.49368,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,233.49368,5.0,5.0,5.0,1.0,8.0,43.731182,,0.0,4.0,43.731182
102,2025-03 Mar,Denmark,Organic Search,1.0,1.0,3.0,2.0,10.0,37.07789,,,,,,,0.0,1.0,74.15578,4.0,4.0,4.0,2.0,18.0,273.8194,,0.0,2.0,547.6388
103,2025-03 Mar,Estonia,Direct,1.0,0.0,1.0,1.0,0.0,10.072944,,,,,,,1.0,0.0,10.072944,1.0,1.0,2.0,1.0,11.0,342.95416,,0.0,1.0,342.95416
104,2025-03 Mar,Madagascar,Direct,1.0,1.0,1.0,1.0,2.0,55.016132,,,,,,,0.0,0.0,55.016132,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
105,2025-03 Mar,Italy,Organic Search,15.0,14.0,18.0,17.0,135.0,707.0779,0.0,9.0,0.0,56.0,12.0,0.0,1.0,1.0,12020.324,17.0,16.0,20.0,12.0,79.0,200.41304,,1.0,8.0,2404.9565
106,2025-03 Mar,Madagascar,Referral,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
107,2025-03 Mar,Taiwan,Organic Search,3.0,3.0,4.0,1.0,7.0,242.36658,,,,,,,0.0,3.0,242.36658,,,,,,,,,,
108,2025-03 Mar,Senegal,Organic Search,3.0,3.0,3.0,0.0,3.0,0.0,,,,,,,0.0,3.0,0.0,5.0,5.0,5.0,2.0,8.0,17.698942,,0.0,3.0,35.397884
109,2025-03 Mar,Singapore,Direct,6.0,6.0,6.0,5.0,8.0,12.856744,0.0,5.0,0.0,7.0,5.0,0.0,0.0,1.0,64.28372,,,,,,,,,,
110,2025-03 Mar,Singapore,Organic Search,7.0,6.0,8.0,8.0,18.0,420.6882,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3365.5056,3.0,3.0,5.0,2.0,7.0,6.7033153,,0.0,3.0,13.4066305
111,2025-03 Mar,Slovakia,Organic Search,1.0,1.0,1.0,0.0,1.0,4.955073,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.885708,,0.0,1.0,0.0
112,2025-03 Mar,Slovenia,Direct,2.0,2.0,4.0,3.0,6.0,22.022074,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,66.06622,,,,,,,,,,
113,2025-03 Mar,Slovenia,Organic Search,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,2.0,10.0,66.51177,,0.0,0.0,133.02354
114,2025-03 Mar,South Korea,Referral,1.0,0.0,1.0,1.0,1.0,1305.9833,,,,,,,1.0,0.0,1305.9833,,,,,,,,,,
115,2025-03 Mar,Spain,Direct,13.0,11.0,22.0,20.0,157.0,470.71973,0.0,5.0,0.0,68.0,12.0,0.0,2.0,2.0,9414.395,18.0,15.0,41.0,26.0,242.0,557.52673,,3.0,15.0,14495.695
116,2025-03 Mar,Spain,Organic Search,15.0,14.0,26.0,17.0,60.0,190.83183,0.0,1.0,0.0,11.0,7.0,0.0,1.0,9.0,3244.141,21.0,17.0,29.0,21.0,152.0,327.00266,,4.0,8.0,6867.0557
117,2025-03 Mar,Spain,Referral,3.0,2.0,5.0,3.0,20.0,300.0955,0.0,1.0,2.0,16.0,2.0,0.0,1.0,2.0,900.2865,,,,,,,,,,
118,2025-03 Mar,Sweden,Direct,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,7.0,6.0,7.0,2.0,11.0,42.97655,,1.0,5.0,85.9531
119,2025-03 Mar,Sweden,Organic Search,7.0,7.0,8.0,6.0,23.0,103.94464,0.0,3.0,0.0,19.0,3.0,0.0,0.0,2.0,623.66785,,,,,,,,,,
120,2025-03 Mar,Switzerland,Direct,3.0,2.0,3.0,3.0,7.0,96.96225,0.0,2.0,1.0,7.0,3.0,0.0,1.0,0.0,290.88675,4.0,4.0,4.0,1.0,6.0,7.8154216,,0.0,3.0,7.8154216
121,2025-03 Mar,Switzerland,Organic Search,14.0,13.0,19.0,12.0,35.0,231.75587,0.0,5.0,0.0,15.0,5.0,0.0,1.0,7.0,2781.0706,26.0,25.0,30.0,12.0,87.0,63.367348,,1.0,18.0,760.4082
122,2025-03 Mar,Thailand,Direct,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,0.0,2.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,,0.0,5.0,0.0
123,2025-03 Mar,Saudi Arabia,Organic Search,1.0,1.0,1.0,1.0,4.0,75.53409,,,,,,,0.0,0.0,75.53409,,,,,,,,,,
124,2025-03 Mar,Thailand,Organic Search,1.0,1.0,1.0,1.0,1.0,6.613732,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.613732,1.0,1.0,1.0,0.0,1.0,7.277232,,0.0,1.0,0.0
125,2025-03 Mar,Tunisia,Direct,10.0,3.0,106.0,79.0,456.0,755.72144,1.0,0.0,0.0,195.0,29.0,0.0,7.0,27.0,59701.992,6.0,3.0,11.0,6.0,18.0,16.93604,,3.0,5.0,101.61624
126,2025-03 Mar,Tunisia,Organic Search,13.0,11.0,52.0,40.0,321.0,889.94403,0.0,1.0,0.0,37.0,7.0,0.0,2.0,12.0,35597.76,28.0,20.0,103.0,54.0,6507.0,898.96716,,8.0,49.0,48544.227
127,2025-03 Mar,Turks & Caicos Islands,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
128,2025-03 Mar,Türkiye,Direct,1.0,1.0,1.0,1.0,1.0,414.451,,,,,,,0.0,0.0,414.451,3.0,2.0,3.0,2.0,6.0,33.21532,,1.0,1.0,66.43064
129,2025-03 Mar,Türkiye,Organic Search,3.0,3.0,4.0,3.0,10.0,461.82047,,,,,,,0.0,1.0,1385.4614,3.0,3.0,3.0,2.0,9.0,80.30426,,0.0,1.0,160.60852
130,2025-03 Mar,United Arab Emirates,Organic Search,3.0,3.0,4.0,2.0,3.0,41.014854,,,,,,,0.0,2.0,82.02971,1.0,1.0,1.0,1.0,2.0,62.684753,,0.0,0.0,62.684753
131,2025-03 Mar,United Kingdom,Direct,9.0,7.0,11.0,10.0,21.0,171.83507,0.0,5.0,0.0,6.0,5.0,0.0,2.0,1.0,1718.3507,10.0,9.0,12.0,3.0,21.0,19.323856,,1.0,9.0,57.97157
132,2025-03 Mar,United Kingdom,Organic Search,24.0,20.0,32.0,24.0,126.0,294.931,0.0,2.0,0.0,16.0,3.0,0.0,4.0,8.0,7078.3438,26.0,26.0,33.0,19.0,154.0,280.58405,,0.0,14.0,5331.0967
133,2025-03 Mar,United States,Direct,106.0,105.0,108.0,57.0,133.0,19.66605,0.0,50.0,1.0,74.0,51.0,0.0,1.0,51.0,1120.9648,117.0,115.0,119.0,6.0,145.0,3.6899803,,2.0,113.0,22.139881
134,2025-03 Mar,United States,Organic Search,21.0,21.0,23.0,16.0,45.0,136.16066,0.0,6.0,0.0,8.0,7.0,0.0,0.0,7.0,2178.5706,9.0,8.0,13.0,4.0,25.0,84.646454,,1.0,9.0,338.58582
