,yearMonth,country,firstUserDefaultChannelGroup,activeUsers,newUsers,Sessions,engagedSessions,screenPageViews,averageSessionDuration,demande_contact_realisee,first_visit,interet_par_les_catalogues,page_view,session_start,download,returningUsers,bounces,SessionsDuration,activeUsers_LY,newUsers_LY,Sessions_LY,engagedSessions_LY,screenPageViews_LY,averageSessionDuration_LY,download_LY,returningUsers_LY,bounces_LY,SessionsDuration_LY
437,2025-01 Jan,Mali,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.254346,,0.0,1.0,0.0
438,2025-01 Jan,Qatar,Direct,2.0,2.0,2.0,1.0,2.0,15.561629,,,,,,,0.0,1.0,15.561629,,,,,,,,,,
439,2025-01 Jan,Poland,Direct,3.0,3.0,4.0,2.0,24.0,145.7563,,,,,,,0.0,2.0,291.5126,1.0,0.0,1.0,1.0,7.0,78.59534,,1.0,0.0,78.59534
440,2025-01 Jan,Norway,Organic Search,2.0,2.0,2.0,1.0,3.0,713.3876,,,,,,,0.0,1.0,713.3876,2.0,2.0,2.0,0.0,2.0,2.541368,,0.0,2.0,0.0
441,2025-01 Jan,Romania,Direct,2.0,2.0,4.0,1.0,8.0,41.141895,,,,,,,0.0,3.0,41.141895,4.0,4.0,5.0,1.0,12.0,57.245445,,0.0,4.0,57.245445
442,2025-01 Jan,Portugal,Organic Social,1.0,1.0,1.0,1.0,6.0,732.36285,,,,,,,0.0,0.0,732.36285,,,,,,,,,,
443,2025-01 Jan,Portugal,Organic Search,15.0,13.0,29.0,19.0,91.0,174.97385,,,,,,,2.0,10.0,3324.5032,23.0,22.0,29.0,18.0,118.0,78.87485,,1.0,11.0,1419.7473
444,2025-01 Jan,Portugal,Email,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
445,2025-01 Jan,Poland,Organic Search,3.0,3.0,4.0,3.0,11.0,57.38248,,,,,,,0.0,1.0,172.14745,3.0,3.0,4.0,4.0,27.0,186.52065,,0.0,0.0,746.0826
446,2025-01 Jan,Portugal,Direct,2.0,0.0,11.0,7.0,39.0,471.27313,,,,,,,2.0,4.0,3298.9119,8.0,8.0,10.0,5.0,36.0,151.75351,,0.0,5.0,758.7676
447,2025-01 Jan,Philippines,Referral,1.0,1.0,1.0,1.0,2.0,220.90599,,,,,,,0.0,0.0,220.90599,1.0,1.0,1.0,1.0,2.0,11.31264,,0.0,0.0,11.31264
448,2025-01 Jan,Philippines,Organic Search,8.0,8.0,9.0,3.0,13.0,198.5233,,,,,,,0.0,6.0,595.5699,2.0,2.0,2.0,0.0,2.0,0.0,,0.0,2.0,0.0
449,2025-01 Jan,Philippines,Direct,1.0,1.0,1.0,1.0,5.0,285.32874,,,,,,,0.0,0.0,285.32874,,,,,,,,,,
450,2025-01 Jan,Peru,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
451,2025-01 Jan,Panama,Organic Search,1.0,1.0,1.0,0.0,1.0,8.718373,,,,,,,0.0,1.0,0.0,,,,,,,,,,
452,2025-01 Jan,Pakistan,Organic Search,3.0,3.0,3.0,1.0,3.0,7.933805,,,,,,,0.0,2.0,7.933805,,,,,,,,,,
453,2025-01 Jan,Oman,Organic Search,1.0,1.0,1.0,1.0,1.0,1526.2177,,,,,,,0.0,0.0,1526.2177,,,,,,,,,,
454,2024-12 Dec,Ghana,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
455,2024-12 Dec,Haiti,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
456,2024-12 Dec,Guyana,Organic Search,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
457,2024-12 Dec,Guam,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
458,2024-12 Dec,Guadeloupe,Organic Search,10.0,8.0,15.0,13.0,50.0,202.02898,,,,,,,2.0,2.0,2626.3767,8.0,8.0,23.0,13.0,83.0,243.2731,,0.0,10.0,3162.5503
459,2024-12 Dec,Guadeloupe,Direct,2.0,2.0,3.0,2.0,10.0,144.23918,,,,,,,0.0,1.0,288.47836,7.0,7.0,13.0,5.0,42.0,241.20612,,0.0,8.0,1206.0305
460,2024-12 Dec,Greece,Organic Search,1.0,1.0,1.0,1.0,4.0,15.593561,,,,,,,0.0,0.0,15.593561,,,,,,,,,,
461,2024-12 Dec,Libya,Organic Search,1.0,1.0,1.0,1.0,2.0,42.253647,,,,,,,0.0,0.0,42.253647,1.0,0.0,1.0,1.0,7.0,319.52835,,1.0,0.0,319.52835
462,2024-12 Dec,Germany,Referral,2.0,1.0,2.0,1.0,2.0,677.1298,,,,,,,1.0,1.0,677.1298,1.0,1.0,1.0,0.0,1.0,4.773647,,0.0,1.0,0.0
463,2024-12 Dec,Germany,Organic Search,14.0,8.0,17.0,11.0,52.0,143.9651,,,,,,,6.0,6.0,1583.6161,16.0,15.0,16.0,7.0,66.0,141.65991,,1.0,9.0,991.6194
464,2024-12 Dec,Germany,Direct,12.0,12.0,14.0,7.0,46.0,114.4915,,,,,,,0.0,7.0,801.4405,14.0,13.0,17.0,6.0,30.0,57.42309,,1.0,11.0,344.53854
465,2024-12 Dec,Georgia,Organic Search,2.0,2.0,2.0,1.0,2.0,94.35146,,,,,,,0.0,1.0,94.35146,,,,,,,,,,
466,2024-12 Dec,Gabon,Organic Search,1.0,0.0,2.0,1.0,2.0,184.43823,,,,,,,1.0,1.0,184.43823,3.0,3.0,3.0,1.0,5.0,60.36039,,0.0,2.0,60.36039
467,2024-12 Dec,French Polynesia,Direct,1.0,0.0,1.0,1.0,2.0,32.327335,,,,,,,1.0,0.0,32.327335,1.0,0.0,1.0,0.0,1.0,4.531728,,1.0,1.0,0.0
468,2024-12 Dec,Hong Kong,Direct,2.0,1.0,2.0,2.0,6.0,1387.8562,,,,,,,1.0,0.0,2775.7124,3.0,3.0,5.0,1.0,7.0,23.92054,,0.0,4.0,23.92054
469,2024-12 Dec,France,Referral,18.0,14.0,32.0,24.0,79.0,226.49985,,,,,,,4.0,8.0,5435.996,26.0,21.0,39.0,20.0,182.0,251.649,,5.0,19.0,5032.98
470,2024-12 Dec,France,Organic Social,2.0,2.0,2.0,1.0,4.0,13.468392,,,,,,,0.0,1.0,13.468392,,,,,,,,,,
471,2024-12 Dec,French Guiana,Direct,2.0,2.0,4.0,4.0,24.0,625.8984,,,,,,,0.0,0.0,2503.5935,,,,,,,,,,
472,2024-12 Dec,Indonesia,Organic Search,14.0,12.0,16.0,12.0,50.0,384.96994,,,,,,,2.0,4.0,4619.639,16.0,14.0,16.0,10.0,42.0,89.84919,,2.0,6.0,898.4919
473,2024-12 Dec,Hong Kong,Organic Search,2.0,2.0,2.0,2.0,2.0,513.30524,,,,,,,0.0,0.0,1026.6105,2.0,2.0,2.0,1.0,3.0,13.942837,,0.0,1.0,13.942837
474,2024-12 Dec,Hungary,Direct,3.0,3.0,3.0,1.0,9.0,469.1551,,,,,,,0.0,2.0,469.1551,1.0,1.0,1.0,1.0,3.0,40.549065,,0.0,0.0,40.549065
475,2024-12 Dec,Kosovo,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
476,2024-12 Dec,France,Email,6.0,6.0,6.0,3.0,8.0,28.431492,,,,,,,0.0,3.0,85.29448,,,,,,,,,,
477,2024-12 Dec,Kenya,Organic Search,1.0,1.0,1.0,1.0,1.0,50.594788,,,,,,,0.0,0.0,50.594788,,,,,,,,,,
478,2024-12 Dec,Japan,Organic Search,2.0,2.0,3.0,1.0,9.0,393.73862,,,,,,,0.0,2.0,393.73862,2.0,2.0,2.0,0.0,2.0,3.3710065,,0.0,2.0,0.0
479,2024-12 Dec,Italy,Organic Search,8.0,7.0,11.0,5.0,41.0,393.71402,,,,,,,1.0,6.0,1968.5701,11.0,10.0,14.0,10.0,77.0,301.53137,,1.0,4.0,3015.3137
480,2024-12 Dec,Italy,Direct,6.0,3.0,9.0,7.0,40.0,203.99768,,,,,,,3.0,2.0,1427.9838,3.0,3.0,6.0,3.0,32.0,617.63354,,0.0,3.0,1852.9006
481,2024-12 Dec,Israel,Organic Search,3.0,3.0,4.0,2.0,4.0,37.47041,,,,,,,0.0,2.0,74.94082,1.0,1.0,1.0,1.0,3.0,175.07764,,0.0,0.0,175.07764
482,2024-12 Dec,Israel,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
483,2024-12 Dec,Ireland,Organic Shopping,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
484,2024-12 Dec,Ireland,Organic Search,1.0,1.0,1.0,1.0,2.0,40.963444,,,,,,,0.0,0.0,40.963444,3.0,3.0,4.0,2.0,11.0,37.098965,,0.0,2.0,74.19793
485,2024-12 Dec,Ireland,Direct,28.0,30.0,30.0,11.0,33.0,12.56665,,,,,,,-2.0,19.0,138.23315,2.0,2.0,4.0,1.0,6.0,5.8686447,,0.0,3.0,5.8686447
486,2024-12 Dec,Indonesia,Direct,2.0,1.0,3.0,3.0,25.0,216.9721,,,,,,,1.0,0.0,650.9163,2.0,1.0,5.0,5.0,20.0,108.25245,,1.0,0.0,541.26227
487,2024-12 Dec,India,Organic Search,19.0,18.0,21.0,14.0,108.0,786.6714,,,,,,,1.0,7.0,11013.399,6.0,6.0,9.0,6.0,27.0,375.54413,,0.0,3.0,2253.2646
488,2024-12 Dec,India,Direct,8.0,8.0,11.0,3.0,12.0,34.454243,,,,,,,0.0,8.0,103.36273,4.0,4.0,4.0,2.0,6.0,12.501421,,0.0,2.0,25.002842
489,2024-12 Dec,Hungary,Organic Search,5.0,4.0,6.0,3.0,12.0,194.98988,,,,,,,1.0,3.0,584.96967,7.0,6.0,7.0,5.0,39.0,371.61887,,1.0,2.0,1858.0944
490,2024-12 Dec,France,Organic Search,1668.0,1330.0,2499.0,1683.0,7726.0,280.3416,,,,,,,338.0,816.0,471814.94,1646.0,1373.0,2168.0,1165.0,7586.0,179.52055,,273.0,1003.0,209141.44
491,2024-12 Dec,Canada,Direct,5.0,4.0,5.0,2.0,6.0,7.2979608,,,,,,,1.0,3.0,14.5959215,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.0
492,2024-12 Dec,France,Direct,288.0,232.0,492.0,269.0,1613.0,288.14493,,,,,,,56.0,223.0,77510.984,275.0,226.0,431.0,218.0,1411.0,139.70453,,49.0,213.0,30455.588
493,2024-12 Dec,Bulgaria,Organic Search,3.0,3.0,3.0,0.0,3.0,3.1325443,,,,,,,0.0,3.0,0.0,,,,,,,,,,
494,2024-12 Dec,Brazil,Direct,1.0,0.0,1.0,1.0,2.0,96.76065,,,,,,,1.0,0.0,96.76065,1.0,1.0,1.0,1.0,5.0,145.31218,,0.0,0.0,145.31218
495,2024-12 Dec,Benin,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,15.595103,,0.0,0.0,15.595103
496,2024-12 Dec,Belgium,Organic Search,54.0,48.0,80.0,50.0,237.0,312.8512,,,,,,,6.0,30.0,15642.56,78.0,70.0,120.0,52.0,413.0,154.45998,,8.0,68.0,8031.919
497,2024-12 Dec,Belgium,Direct,8.0,5.0,12.0,8.0,29.0,371.45142,,,,,,,3.0,4.0,2971.6113,5.0,5.0,6.0,3.0,33.0,81.47005,,0.0,3.0,244.41014
498,2024-12 Dec,Bangladesh,Organic Search,1.0,1.0,1.0,1.0,2.0,30.351202,,,,,,,0.0,0.0,30.351202,,,,,,,,,,
499,2024-12 Dec,Azerbaijan,Organic Search,2.0,2.0,4.0,3.0,14.0,329.5056,,,,,,,0.0,1.0,988.51685,,,,,,,,,,
500,2024-12 Dec,Azerbaijan,Direct,3.0,3.0,6.0,2.0,9.0,130.4673,,,,,,,0.0,4.0,260.9346,,,,,,,,,,
501,2024-12 Dec,Austria,Organic Search,3.0,3.0,3.0,3.0,10.0,447.24393,,,,,,,0.0,0.0,1341.7318,1.0,1.0,1.0,0.0,1.0,2.95559,,0.0,1.0,0.0
502,2024-12 Dec,Austria,Direct,16.0,16.0,16.0,4.0,46.0,147.79785,,,,,,,0.0,12.0,591.1914,,,,,,,,,,
503,2024-12 Dec,Australia,Organic Search,7.0,7.0,9.0,5.0,15.0,88.894066,,,,,,,0.0,4.0,444.47034,2.0,2.0,2.0,1.0,3.0,10.406176,,0.0,1.0,10.406176
504,2024-12 Dec,Argentina,Organic Search,2.0,2.0,2.0,1.0,7.0,713.58093,,,,,,,0.0,1.0,713.58093,,,,,,,,,,
505,2024-12 Dec,Algeria,Organic Search,8.0,8.0,10.0,6.0,45.0,482.76578,,,,,,,0.0,4.0,2896.5947,15.0,15.0,15.0,1.0,17.0,12.274164,,0.0,14.0,12.274164
506,2024-12 Dec,(INCONNU),Organic Search,2.0,2.0,2.0,1.0,3.0,555.8804,,,,,,,0.0,1.0,555.8804,1.0,1.0,1.0,1.0,4.0,38.665894,,0.0,0.0,38.665894
507,2024-12 Dec,Luxembourg,Direct,1.0,0.0,1.0,1.0,4.0,35.37102,,,,,,,1.0,0.0,35.37102,3.0,2.0,4.0,2.0,11.0,726.25653,,1.0,2.0,1452.5131
508,2024-12 Dec,(INCONNU),Direct,2.0,2.0,2.0,1.0,2.0,29.522219,,,,,,,0.0,1.0,29.522219,,,,,,,,,,
509,2024-12 Dec,Brazil,Organic Search,5.0,5.0,6.0,5.0,16.0,148.05287,,,,,,,0.0,1.0,740.26434,4.0,4.0,4.0,3.0,31.0,646.6458,,0.0,1.0,1939.9375
510,2024-12 Dec,Burkina Faso,Organic Search,2.0,2.0,2.0,0.0,2.0,4.1436086,,,,,,,0.0,2.0,0.0,,,,,,,,,,
511,2024-12 Dec,Finland,Direct,40.0,40.0,40.0,7.0,44.0,4.9640656,,,,,,,0.0,33.0,34.74846,2.0,2.0,2.0,0.0,2.0,0.0,,0.0,2.0,0.0
512,2024-12 Dec,Cameroon,Organic Search,1.0,1.0,1.0,1.0,1.0,20.309128,,,,,,,0.0,0.0,20.309128,4.0,4.0,4.0,0.0,4.0,4.3883634,,0.0,4.0,0.0
513,2024-12 Dec,Estonia,Organic Search,2.0,2.0,5.0,3.0,15.0,571.2338,,,,,,,0.0,2.0,1713.7014,1.0,0.0,2.0,0.0,2.0,6.2542586,,1.0,2.0,0.0
514,2024-12 Dec,Estonia,Direct,3.0,3.0,3.0,3.0,11.0,723.92633,,,,,,,0.0,0.0,2171.779,,,,,,,,,,
515,2024-12 Dec,Egypt,Organic Search,5.0,5.0,5.0,2.0,5.0,181.37686,,,,,,,0.0,3.0,362.75372,2.0,2.0,2.0,0.0,2.0,2.578485,,0.0,2.0,0.0
516,2024-12 Dec,Denmark,Organic Search,5.0,5.0,5.0,5.0,19.0,262.59866,,,,,,,0.0,0.0,1312.9933,,,,,,,,,,
517,2024-12 Dec,Denmark,Direct,2.0,1.0,3.0,2.0,4.0,44.14795,,,,,,,1.0,1.0,88.2959,,,,,,,,,,
518,2024-12 Dec,Côte d’Ivoire,Organic Search,2.0,2.0,2.0,1.0,4.0,19.356798,,,,,,,0.0,1.0,19.356798,9.0,8.0,9.0,2.0,18.0,279.49744,,1.0,7.0,558.9949
519,2024-12 Dec,Côte d’Ivoire,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.03877,,0.0,1.0,0.0
520,2024-12 Dec,Cyprus,Organic Search,1.0,1.0,2.0,0.0,2.0,1.6903465,,,,,,,0.0,2.0,0.0,,,,,,,,,,
521,2024-12 Dec,Croatia,Organic Search,1.0,1.0,1.0,1.0,1.0,13.478905,,,,,,,0.0,0.0,13.478905,,,,,,,,,,
522,2024-12 Dec,Croatia,Direct,1.0,1.0,1.0,1.0,2.0,18.378712,,,,,,,0.0,0.0,18.378712,,,,,,,,,,
523,2024-12 Dec,Congo - Kinshasa,Organic Search,3.0,3.0,3.0,1.0,3.0,8.092773,,,,,,,0.0,2.0,8.092773,1.0,1.0,2.0,0.0,2.0,5.0508194,,0.0,2.0,0.0
524,2024-12 Dec,China,Referral,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
525,2024-12 Dec,China,Organic Search,9.0,5.0,16.0,10.0,33.0,319.09647,,,,,,,4.0,6.0,3190.9646,33.0,31.0,39.0,7.0,65.0,101.13566,,2.0,32.0,707.9496
526,2024-12 Dec,China,Direct,9.0,8.0,12.0,7.0,29.0,510.13165,,,,,,,1.0,5.0,3570.9216,7.0,7.0,14.0,7.0,54.0,169.54048,,0.0,7.0,1186.7833
527,2024-12 Dec,Canada,Organic Search,22.0,22.0,24.0,9.0,39.0,40.696144,,,,,,,0.0,15.0,366.2653,23.0,22.0,25.0,8.0,61.0,78.16149,,1.0,17.0,625.29193
528,2024-12 Dec,Lithuania,Organic Search,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
529,2024-12 Dec,Cambodia,Organic Search,2.0,2.0,2.0,1.0,2.0,8.603762,,,,,,,0.0,1.0,8.603762,,,,,,,,,,
530,2024-12 Dec,Luxembourg,Organic Search,7.0,6.0,13.0,8.0,29.0,141.13412,,,,,,,1.0,5.0,1129.073,7.0,7.0,9.0,0.0,9.0,3.7694967,,0.0,9.0,0.0
531,2024-12 Dec,Tunisia,Direct,15.0,8.0,173.0,132.0,1523.0,1215.4186,,,,,,,7.0,41.0,160435.25,10.0,8.0,15.0,6.0,39.0,142.65405,,2.0,9.0,855.9243
532,2024-12 Dec,Taiwan,Organic Search,2.0,2.0,2.0,2.0,5.0,71.07153,,,,,,,0.0,0.0,142.14307,1.0,1.0,1.0,1.0,12.0,964.287,,0.0,0.0,964.287
533,2024-12 Dec,Taiwan,Direct,1.0,1.0,1.0,1.0,4.0,1052.6987,,,,,,,0.0,0.0,1052.6987,,,,,,,,,,
534,2024-12 Dec,Switzerland,Organic Search,23.0,22.0,27.0,16.0,105.0,264.50632,,,,,,,1.0,11.0,4232.101,23.0,23.0,24.0,10.0,70.0,155.33868,,0.0,14.0,1553.3868
535,2024-12 Dec,Switzerland,Direct,5.0,5.0,6.0,4.0,7.0,147.98318,,,,,,,0.0,2.0,591.93274,4.0,4.0,5.0,3.0,28.0,105.581856,,0.0,2.0,316.74557
536,2024-12 Dec,Sweden,Organic Search,2.0,2.0,2.0,2.0,3.0,22.545103,,,,,,,0.0,0.0,45.090206,1.0,1.0,1.0,0.0,1.0,4.961252,,0.0,1.0,0.0
537,2024-12 Dec,Sweden,Direct,1.0,0.0,1.0,1.0,4.0,516.508,,,,,,,1.0,0.0,516.508,6.0,6.0,6.0,2.0,17.0,48.553787,,0.0,4.0,97.107574
538,2024-12 Dec,Spain,Organic Search,16.0,14.0,23.0,15.0,74.0,241.13202,,,,,,,2.0,8.0,3616.9802,13.0,12.0,23.0,15.0,111.0,185.46841,,1.0,8.0,2782.0261
539,2024-12 Dec,Spain,Email,2.0,2.0,3.0,1.0,38.0,607.0599,,,,,,,0.0,2.0,607.0599,,,,,,,,,,
540,2024-12 Dec,Spain,Direct,17.0,14.0,36.0,20.0,194.0,577.2185,,,,,,,3.0,16.0,11544.37,7.0,7.0,8.0,4.0,24.0,182.97768,,0.0,4.0,731.9107
541,2024-12 Dec,South Korea,Direct,1.0,1.0,2.0,1.0,2.0,35.966824,,,,,,,0.0,1.0,35.966824,,,,,,,,,,
542,2024-12 Dec,South Africa,Organic Search,2.0,2.0,2.0,0.0,2.0,8.301568,,,,,,,0.0,2.0,0.0,,,,,,,,,,
543,2024-12 Dec,South Africa,Direct,1.0,1.0,1.0,1.0,3.0,91.96383,,,,,,,0.0,0.0,91.96383,,,,,,,,,,
544,2024-12 Dec,Slovakia,Organic Search,2.0,2.0,2.0,0.0,2.0,4.8188825,,,,,,,0.0,2.0,0.0,,,,,,,,,,
545,2024-12 Dec,Singapore,Organic Search,7.0,7.0,7.0,4.0,8.0,110.073456,,,,,,,0.0,3.0,440.29382,1.0,1.0,1.0,1.0,3.0,55.958298,,0.0,0.0,55.958298
546,2024-12 Dec,Singapore,Direct,1.0,1.0,1.0,1.0,3.0,197.02211,,,,,,,0.0,0.0,197.02211,,,,,,,,,,
547,2024-12 Dec,Thailand,Organic Search,4.0,4.0,6.0,3.0,7.0,11.648379,,,,,,,0.0,3.0,34.945137,2.0,2.0,2.0,1.0,8.0,86.95303,,0.0,1.0,86.95303
548,2024-12 Dec,Tunisia,Organic Social,1.0,1.0,1.0,1.0,4.0,66.82508,,,,,,,0.0,0.0,66.82508,2.0,2.0,2.0,0.0,2.0,0.0,,0.0,2.0,0.0
549,2024-12 Dec,Senegal,Organic Search,3.0,3.0,3.0,1.0,3.0,11.478795,,,,,,,0.0,2.0,11.478795,5.0,5.0,5.0,1.0,6.0,8.065087,,0.0,4.0,8.065087
550,2024-12 Dec,Türkiye,Direct,7.0,7.0,7.0,3.0,20.0,134.19618,,,,,,,0.0,4.0,402.58856,7.0,7.0,10.0,7.0,33.0,126.52433,,0.0,3.0,885.6703
551,2024-12 Dec,Macao,Direct,1.0,1.0,1.0,0.0,1.0,6.067096,,,,,,,0.0,1.0,0.0,,,,,,,,,,
552,2024-12 Dec,Yemen,Organic Search,1.0,1.0,2.0,1.0,3.0,110.64015,,,,,,,0.0,1.0,110.64015,,,,,,,,,,
553,2024-12 Dec,Western Sahara,Organic Search,2.0,2.0,2.0,1.0,2.0,9.641988,,,,,,,0.0,1.0,9.641988,1.0,1.0,1.0,0.0,1.0,5.015572,,0.0,1.0,0.0
554,2024-12 Dec,Vietnam,Organic Search,3.0,3.0,3.0,1.0,3.0,15.110009,,,,,,,0.0,2.0,15.110009,,,,,,,,,,
555,2024-12 Dec,Uzbekistan,Organic Search,1.0,1.0,1.0,0.0,1.0,9.341724,,,,,,,0.0,1.0,0.0,,,,,,,,,,
556,2024-12 Dec,United States,Organic Search,14.0,12.0,18.0,13.0,43.0,119.05894,,,,,,,2.0,5.0,1547.7662,13.0,13.0,14.0,5.0,29.0,21.776323,,0.0,9.0,108.881615
557,2024-12 Dec,United States,Email,2.0,2.0,2.0,0.0,2.0,0.0,,,,,,,0.0,2.0,0.0,,,,,,,,,,
558,2024-12 Dec,United States,Direct,87.0,86.0,88.0,7.0,109.0,33.566006,,,,,,,1.0,81.0,234.96204,58.0,58.0,59.0,5.0,69.0,12.993617,,0.0,54.0,64.96809
559,2024-12 Dec,United Kingdom,Referral,1.0,1.0,2.0,1.0,5.0,564.84064,,,,,,,0.0,1.0,564.84064,,,,,,,,,,
560,2024-12 Dec,United Kingdom,Organic Search,25.0,24.0,28.0,19.0,62.0,298.51508,,,,,,,1.0,9.0,5671.7866,16.0,15.0,22.0,4.0,46.0,50.573814,,1.0,18.0,202.29526
561,2024-12 Dec,United Kingdom,Direct,157.0,157.0,164.0,55.0,164.0,7.219149,,,,,,,0.0,109.0,397.0532,6.0,6.0,6.0,2.0,22.0,107.79195,,0.0,4.0,215.5839
562,2024-12 Dec,United Arab Emirates,Organic Search,8.0,8.0,11.0,4.0,10.0,11.586907,,,,,,,0.0,7.0,46.34763,,,,,,,,,,
563,2024-12 Dec,United Arab Emirates,Direct,2.0,1.0,2.0,1.0,14.0,872.54297,,,,,,,1.0,1.0,872.54297,,,,,,,,,,
564,2024-12 Dec,Ukraine,Organic Search,1.0,1.0,1.0,1.0,1.0,156.62999,,,,,,,0.0,0.0,156.62999,,,,,,,,,,
565,2024-12 Dec,Türkiye,Organic Search,7.0,7.0,7.0,4.0,14.0,233.64215,,,,,,,0.0,3.0,934.5686,5.0,4.0,6.0,4.0,13.0,44.232616,,1.0,2.0,176.93047
566,2024-12 Dec,Serbia,Organic Search,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.032633,,0.0,1.0,0.0
567,2024-12 Dec,Tunisia,Organic Search,29.0,23.0,56.0,42.0,746.0,1593.7909,,,,,,,6.0,14.0,66939.22,45.0,39.0,80.0,24.0,171.0,94.82016,,6.0,56.0,2275.6838
568,2024-12 Dec,Senegal,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,2.0,2.0,3.0,1.0,10.0,124.19829,,0.0,2.0,124.19829
569,2024-12 Dec,New Caledonia,Organic Search,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,0.0,3.0,0.0,3.0,2.0,3.0,2.0,32.0,427.06604,,1.0,1.0,854.1321
570,2024-12 Dec,Netherlands,Email,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
571,2024-12 Dec,Netherlands,Direct,91.0,88.0,98.0,29.0,169.0,69.50923,,,,,,,3.0,69.0,2015.7677,8.0,7.0,8.0,3.0,18.0,68.15201,,1.0,5.0,204.45602
572,2024-12 Dec,Nepal,Organic Search,1.0,1.0,1.0,1.0,2.0,436.35895,,,,,,,0.0,0.0,436.35895,,,,,,,,,,
573,2024-12 Dec,Myanmar (Burma),Organic Search,1.0,1.0,1.0,1.0,1.0,34.901608,,,,,,,0.0,0.0,34.901608,,,,,,,,,,
574,2024-12 Dec,Morocco,Organic Search,29.0,29.0,35.0,20.0,80.0,156.18608,,,,,,,0.0,15.0,3123.7217,39.0,38.0,42.0,14.0,69.0,27.54337,,1.0,28.0,385.60718
575,2024-12 Dec,Monaco,Organic Search,1.0,0.0,2.0,1.0,4.0,235.26884,,,,,,,1.0,1.0,235.26884,4.0,4.0,4.0,3.0,22.0,254.99098,,0.0,1.0,764.97296
576,2024-12 Dec,Mexico,Direct,2.0,2.0,3.0,1.0,8.0,47.9717,,,,,,,0.0,2.0,47.9717,,,,,,,,,,
577,2024-12 Dec,Mauritius,Organic Search,1.0,1.0,1.0,1.0,2.0,728.8664,,,,,,,0.0,0.0,728.8664,5.0,5.0,5.0,3.0,17.0,229.30244,,0.0,2.0,687.90735
578,2024-12 Dec,Martinique,Organic Search,6.0,6.0,7.0,2.0,13.0,16.621996,,,,,,,0.0,5.0,33.24399,8.0,8.0,9.0,4.0,14.0,19.57274,,0.0,5.0,78.29096
579,2024-12 Dec,Maldives,Organic Search,1.0,1.0,1.0,0.0,1.0,6.331562,,,,,,,0.0,1.0,0.0,,,,,,,,,,
580,2024-12 Dec,Malaysia,Organic Search,6.0,6.0,14.0,6.0,22.0,117.03027,,,,,,,0.0,8.0,702.18164,2.0,2.0,2.0,1.0,3.0,38.987732,,0.0,1.0,38.987732
581,2024-12 Dec,Malawi,Direct,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,0.0,1.0,0.0,,,,,,,,,,
582,2024-12 Dec,Madagascar,Organic Search,1.0,1.0,1.0,1.0,1.0,32.822884,,,,,,,0.0,0.0,32.822884,1.0,1.0,4.0,1.0,6.0,257.9215,,0.0,3.0,257.9215
583,2024-12 Dec,Saudi Arabia,Organic Search,7.0,7.0,8.0,2.0,7.0,92.62035,,,,,,,0.0,6.0,185.2407,1.0,1.0,1.0,0.0,1.0,5.015682,,0.0,1.0,0.0
584,2024-12 Dec,Madagascar,Direct,1.0,1.0,1.0,0.0,1.0,8.391884,,,,,,,0.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,9.896375,,0.0,1.0,9.896375
